,train_mse,val_mse,val_rmse
0,0.6942676999238832,0.5783630013465881,0.7605018089042183
1,0.4878016607144467,0.49151161313056946,0.7010788922300895
2,0.4283822652265878,0.3730677664279938,0.610792736063547
3,0.34201023703516525,0.3544138967990875,0.5953267143334722
4,0.2991112542762047,0.30609726905822754,0.5532605797074536
5,0.2711617862539168,0.2907228171825409,0.5391871819531144
6,0.2546851648921349,0.2634636461734772,0.5132870991691464
7,0.243974315804935,0.2535749077796936,0.5035622183799074
8,0.23419620631635837,0.25455397367477417,0.5045334217619029
9,0.22684644113078153,0.2681359350681305,0.5178184383238303
10,0.22099432848003148,0.25059014558792114,0.5005897977265629
11,0.21457193425777918,0.25345706939697266,0.5034451999939742
12,0.20681980402078565,0.24375471472740173,0.49371521622024345
13,0.20455502014546031,0.23885105550289154,0.48872390518869807
14,0.19931815356150384,0.23800696432590485,0.4878595743919605
15,0.19601622899309867,0.22571858763694763,0.4750985030885149
16,0.1925765372683935,0.2339339256286621,0.48366716410013005
17,0.1900447507583868,0.2213679701089859,0.47049757715527707
18,0.19161595355004363,0.2274969518184662,0.47696640533528795
19,0.18527572586770913,0.24548107385635376,0.4954604664918824
20,0.18136393216812177,0.22536256909370422,0.4747236765674367
21,0.17823300116737273,0.2285308539867401,0.4780490079340612
22,0.17882667316282694,0.2276107519865036,0.4770856862100388
23,0.16942214570505473,0.2342109978199005,0.483953507911556
24,0.16733957279365838,0.2184387594461441,0.46737432476136737
25,0.16755264617754903,0.22493426501750946,0.47427235320805855
26,0.1639612403011038,0.22849012911319733,0.4780064111632786
27,0.16370756449601373,0.23046982288360596,0.4800727266608737
28,0.15983957158961512,0.22025847434997559,0.4693170296824691
29,0.16252790432578687,0.2136886566877365,0.4622647041336127
30,0.159503160261855,0.22198842465877533,0.47115647576869335
31,0.1646210081668574,0.22905248403549194,0.478594279150401
32,0.15701233086744645,0.2195936143398285,0.4686081671714957
33,0.15589046505333015,0.22259898483753204,0.4718039686538595
34,0.1513851209749719,0.22221095860004425,0.47139257376420796
35,0.15076785151104274,0.22328108549118042,0.472526280212202
36,0.14953367924527444,0.22339914739131927,0.4726511899819139
37,0.1489735839564527,0.230952650308609,0.48057533260521085
38,0.1446168083802015,0.22568048536777496,0.475058402059973
39,0.14582342573606777,0.22134698927402496,0.4704752801944274
40,0.14743339521592566,0.21239112317562103,0.46085911423733505
41,0.14921485928278164,0.21192823350429535,0.4603566372979707
42,0.14329920708050686,0.2055850625038147,0.4534148900331954
43,0.14080683531308094,0.20794439315795898,0.45600920293121167
44,0.14072459192058123,0.2024325579404831,0.44992505813800043
45,0.13849882045648446,0.20583605766296387,0.4536915887064294
46,0.13856090798586515,0.19711917638778687,0.44398105408653066
47,0.13713474453067115,0.1930927187204361,0.4394231658895968
48,0.1317208642493184,0.19655422866344452,0.44334436802946364
49,0.13443060572819707,0.19898883998394012,0.44608165170060526
50,0.13318937323250327,0.2037792205810547,0.45141911853736844
51,0.13357217388627282,0.19933630526065826,0.4464709455951846
52,0.12976382860052504,0.20109421014785767,0.4484352909259681
53,0.12792993440940492,0.20212286710739136,0.4495807681689591
54,0.128726570921531,0.2047317624092102,0.4524729410795857
55,0.12342267426968348,0.2080761343240738,0.45615363017745875
56,0.12139408494538387,0.1980457603931427,0.44502332567309627
57,0.12222621510121671,0.19906504452228546,0.44616705898383563
58,0.12507368331512844,0.1981445699930191,0.4451343280325829
59,0.12335635474232867,0.2008165866136551,0.44812563708591263
60,0.12321454608282793,0.19916845858097076,0.44628293556999327
61,0.1236162883271905,0.20276805758476257,0.4502977432596821
62,0.11896537839890081,0.20892886817455292,0.45708737477046213
63,0.1179115037624181,0.20370738208293915,0.4513395419004844
64,0.11493371378131927,0.20477725565433502,0.4525232100725166
65,0.11516684895378895,0.20357179641723633,0.4511893132790673
66,0.11658305716357847,0.20174796879291534,0.4491636325359783
67,0.11497573838770156,0.2034875452518463,0.45109593796868347
68,0.10950039743350963,0.20108585059642792,0.44842597002897583
69,0.11266502553764063,0.19206057488918304,0.4382471618723652
70,0.1101595209068499,0.19279725849628448,0.4390868461890933
71,0.11117022177013706,0.20204676687717438,0.4494961255418943
72,0.10763438561121842,0.201541930437088,0.4489342161576549
73,0.11278850298153528,0.197270467877388,0.4441514019761595
74,0.11282954738355906,0.20071657001972198,0.44801402882021674
75,0.10624415562645773,0.19842597842216492,0.4454503097116051
76,0.1058196557509021,0.19113634526729584,0.4371914286297203
77,0.10223127183665824,0.20405885577201843,0.4517287413614706
78,0.09968391898437656,0.19957201182842255,0.4467348339098067
79,0.09843686785043958,0.19431765377521515,0.44081476129459995
80,0.09780856039411329,0.20260311663150787,0.4501145594529329
81,0.1009767595150868,0.1985829472541809,0.4456264660611855
82,0.09866070030353175,0.20435687899589539,0.4520584906800174
83,0.09578216242163261,0.2064419984817505,0.454358887314588
84,0.09277660806247805,0.20306864380836487,0.4506313835146914
85,0.09372538457957877,0.20117028057575226,0.44852010052588753
86,0.09152706966646255,0.20477665960788727,0.4525225514909586
87,0.09688163205567754,0.20230601727962494,0.44978441200159985
88,0.09235207697631799,0.19834870100021362,0.44536356047639736
89,0.08904458346532976,0.19860334694385529,0.4456493542504637
90,0.08550233983740667,0.1974773406982422,0.44438422642825903
91,0.08778714567972758,0.1932194083929062,0.43956729677366374
92,0.09367383769820911,0.20152775943279266,0.44891843293942907
93,0.09290899946196696,0.19393910467624664,0.4403851776300454
94,0.09182339652747103,0.2066965252161026,0.45463889540612623
